frame,master_track_id,class_name,state,frames_visible,frames_occluded,confidence_decay,centroid_x,centroid_y,velocity_x,velocity_y
174,2,ball,LOST,32,95,0.0,461.47,495.67,-2.99,1.44
175,1,box,VISIBLE,173,0,0.4889,137.97,337.36,-2.44,-0.7
175,2,ball,LOST,32,96,0.0,458.48,497.11,-2.99,1.44
176,1,box,VISIBLE,174,0,0.4452,135.56,336.69,-2.42,-0.68
176,2,ball,LOST,32,97,0.0,455.49,498.55,-2.99,1.44
177,1,box,VISIBLE,175,0,0.4299,132.85,335.45,-2.62,-1.07
177,2,ball,LOST,32,98,0.0,452.51,500.0,-2.99,1.44
178,1,box,VISIBLE,176,0,0.3595,130.96,336.14,-2.12,0.16
178,2,ball,LOST,32,99,0.0,449.52,501.44,-2.99,1.44
179,1,box,VISIBLE,177,0,0.3877,128.88,336.72,-2.09,0.45
179,2,ball,LOST,32,100,0.0,446.53,502.88,-2.99,1.44
180,1,box,VISIBLE,178,0,0.4094,126.39,336.42,-2.37,-0.07
180,2,ball,LOST,32,101,0.0,443.54,504.33,-2.99,1.44
181,1,box,VISIBLE,179,0,0.4252,124.21,336.48,-2.24,0.02
181,2,ball,LOST,32,102,0.0,440.55,505.77,-2.99,1.44
182,1,box,VISIBLE,180,0,0.4173,122.0,336.11,-2.21,-0.25
182,2,ball,LOST,32,103,0.0,437.57,507.21,-2.99,1.44
183,1,box,VISIBLE,181,0,0.3936,119.57,335.53,-2.37,-0.48
183,2,ball,LOST,32,104,0.0,434.58,508.65,-2.99,1.44
184,1,box,OCCLUDED,181,1,0.989,117.2,335.05,-2.37,-0.48
184,2,ball,LOST,32,105,0.0,431.59,510.1,-2.99,1.44
185,1,box,VISIBLE,182,0,0.3909,116.04,334.91,-1.95,-0.36
185,2,ball,LOST,32,106,0.0,428.6,511.54,-2.99,1.44
186,1,box,VISIBLE,183,0,0.3884,113.98,334.79,-2.02,-0.19
186,2,ball,LOST,32,107,0.0,425.61,512.98,-2.99,1.44
187,1,box,VISIBLE,184,0,0.4646,111.64,334.11,-2.24,-0.54
187,2,ball,LOST,32,108,0.0,422.63,514.43,-2.99,1.44
188,1,box,VISIBLE,185,0,0.4563,109.72,334.26,-2.02,-0.05
188,2,ball,LOST,32,109,0.0,419.64,515.87,-2.99,1.44
189,1,box,VISIBLE,186,0,0.4741,107.77,334.58,-1.97,0.21
189,2,ball,LOST,32,110,0.0,416.65,517.31,-2.99,1.44
190,1,box,VISIBLE,187,0,0.3824,105.83,334.38,-1.95,-0.08
190,2,ball,LOST,32,111,0.0,413.66,518.76,-2.99,1.44
191,1,box,OCCLUDED,187,1,0.989,103.89,334.29,-1.95,-0.08
191,2,ball,LOST,32,112,0.0,410.67,520.2,-2.99,1.44
192,1,box,OCCLUDED,187,2,0.978,101.94,334.21,-1.95,-0.08
192,2,ball,LOST,32,113,0.0,407.69,521.64,-2.99,1.44
