event_id,object_class,original_track_id,last_visible_frame,first_reappeared_frame,missing_duration,new_track_id,event_type,reidentified,confidence_score,spatial_distance_norm
1,ball,2,83,,109,,DISAPPEARANCE_WITHOUT_RECOVERY,False,0.0,
