frame,master_track_id,class_name,state,frames_visible,frames_occluded,confidence_decay,centroid_x,centroid_y,velocity_x,velocity_y
29,2,ball,VISIBLE,29,0,0.7613,311.43,440.42,-0.22,0.03
30,1,box,VISIBLE,30,0,0.8311,661.44,352.1,-0.01,0.03
30,2,ball,VISIBLE,30,0,0.7662,311.15,440.48,-0.25,0.05
31,1,box,VISIBLE,31,0,0.8304,661.42,352.03,-0.02,-0.04
31,2,ball,VISIBLE,31,0,0.7615,310.89,440.5,-0.26,0.03
32,1,box,VISIBLE,32,0,0.8331,661.41,352.03,-0.01,-0.01
32,2,ball,VISIBLE,32,0,0.76,310.66,440.5,-0.24,0.01
33,1,box,VISIBLE,33,0,0.8301,661.43,352.04,0.01,0.0
33,2,ball,VISIBLE,33,0,0.7722,310.48,440.43,-0.2,-0.04
34,1,box,VISIBLE,34,0,0.8352,661.42,352.01,-0.0,-0.02
34,2,ball,VISIBLE,34,0,0.7982,310.38,440.45,-0.13,-0.0
35,1,box,VISIBLE,35,0,0.8341,661.42,352.01,-0.0,-0.01
35,2,ball,VISIBLE,35,0,0.8034,310.27,440.44,-0.12,-0.01
36,1,box,VISIBLE,36,0,0.8375,661.41,352.01,-0.01,-0.0
36,2,ball,VISIBLE,36,0,0.7927,310.14,440.44,-0.13,0.0
37,1,box,VISIBLE,37,0,0.838,661.43,352.02,0.01,0.01
37,2,ball,VISIBLE,37,0,0.802,310.04,440.45,-0.11,0.0
38,1,box,VISIBLE,38,0,0.8385,661.41,352.05,-0.01,0.02
38,2,ball,VISIBLE,38,0,0.8098,309.94,440.45,-0.1,0.0
39,1,box,VISIBLE,39,0,0.8382,661.39,352.07,-0.02,0.02
39,2,ball,VISIBLE,39,0,0.8058,309.85,440.47,-0.1,0.02
40,1,box,VISIBLE,40,0,0.842,661.38,352.09,-0.02,0.02
40,2,ball,VISIBLE,40,0,0.805,309.75,440.46,-0.1,-0.0
41,1,box,VISIBLE,41,0,0.8355,661.41,352.04,0.02,-0.02
41,2,ball,VISIBLE,41,0,0.8154,309.69,440.43,-0.07,-0.02
42,1,box,VISIBLE,42,0,0.8351,661.4,352.02,0.0,-0.02
42,2,ball,VISIBLE,42,0,0.8186,309.58,440.47,-0.1,0.02
43,1,box,VISIBLE,43,0,0.8297,661.41,352.02,0.0,-0.01
43,2,ball,VISIBLE,43,0,0.8207,309.51,440.51,-0.08,0.04
44,1,box,VISIBLE,44,0,0.8271,661.4,352.04,-0.0,0.01
44,2,ball,VISIBLE,44,0,0.8104,309.46,440.45,-0.07,-0.03
45,1,box,VISIBLE,45,0,0.8251,661.38,352.04,-0.01,0.01
45,2,ball,VISIBLE,45,0,0.8194,309.42,440.41,-0.05,-0.03
46,1,box,VISIBLE,46,0,0.8214,661.36,352.02,-0.03,-0.01
46,2,ball,VISIBLE,46,0,0.8105,309.39,440.38,-0.03,-0.03
47,1,box,VISIBLE,47,0,0.8178,661.35,352.07,-0.01,0.03
47,2,ball,VISIBLE,47,0,0.8201,309.38,440.38,-0.02,-0.01
48,1,box,VISIBLE,48,0,0.8211,661.35,352.05,-0.0,-0.01
48,2,ball,VISIBLE,48,0,0.8069,309.37,440.41,-0.02,0.01
49,1,box,VISIBLE,49,0,0.8209,661.38,352.03,0.02,-0.02
49,2,ball,VISIBLE,49,0,0.7661,309.47,440.51,0.07,0.07
50,1,box,VISIBLE,50,0,0.8205,661.39,352.03,0.01,-0.0
50,2,ball,VISIBLE,50,0,0.8233,309.19,440.53,-0.18,0.04
51,1,box,VISIBLE,51,0,0.8218,661.39,352.06,0.0,0.02
51,2,ball,VISIBLE,51,0,0.8136,307.53,440.58,-1.21,0.05
52,1,box,VISIBLE,52,0,0.8217,661.4,352.05,0.01,-0.0
52,2,ball,VISIBLE,52,0,0.816,305.01,440.63,-2.12,0.05
53,1,box,VISIBLE,53,0,0.8209,661.4,352.06,0.01,0.01
53,2,ball,VISIBLE,53,0,0.8207,301.32,441.03,-3.22,0.29
54,1,box,VISIBLE,54,0,0.8145,661.39,352.04,-0.01,-0.01
54,2,ball,VISIBLE,54,0,0.8359,297.15,441.34,-3.89,0.31
55,1,box,VISIBLE,55,0,0.8173,661.39,352.03,0.0,-0.01
55,2,ball,VISIBLE,55,0,0.7829,292.48,441.25,-4.44,0.03
56,1,box,VISIBLE,56,0,0.8215,661.47,351.99,0.06,-0.04
56,2,ball,VISIBLE,56,0,0.7412,285.21,441.69,-6.42,0.31
57,1,box,VISIBLE,57,0,0.8205,661.48,352.06,0.02,0.04
57,2,ball,VISIBLE,57,0,0.821,276.0,441.38,-8.37,-0.12
58,1,box,VISIBLE,58,0,0.8194,661.45,352.09,-0.01,0.03
58,2,ball,VISIBLE,58,0,0.7847,265.54,441.41,-9.83,-0.01
59,1,box,VISIBLE,59,0,0.8235,661.45,352.11,-0.01,0.03
59,2,ball,VISIBLE,59,0,0.8342,254.54,441.62,-10.65,0.14
60,1,box,VISIBLE,60,0,0.8217,661.44,352.13,-0.01,0.02
60,2,ball,VISIBLE,60,0,0.8195,243.14,441.51,-11.17,-0.03
61,1,box,VISIBLE,61,0,0.8219,661.43,352.15,-0.01,0.02
61,2,ball,VISIBLE,61,0,0.8485,231.22,441.4,-11.7,-0.09
62,1,box,VISIBLE,62,0,0.8246,661.43,352.16,-0.0,0.01
62,2,ball,VISIBLE,62,0,0.8284,219.38,441.31,-11.8,-0.1
63,1,box,VISIBLE,63,0,0.8157,661.41,352.14,-0.01,-0.01
63,2,ball,VISIBLE,63,0,0.8273,207.12,441.29,-12.12,-0.04
64,1,box,VISIBLE,64,0,0.8182,661.4,352.24,-0.01,0.06
64,2,ball,VISIBLE,64,0,0.8521,194.94,441.18,-12.16,-0.09
65,1,box,VISIBLE,65,0,0.8124,661.4,352.21,-0.0,-0.0
65,2,ball,VISIBLE,65,0,0.8429,182.25,441.06,-12.53,-0.11
66,1,box,VISIBLE,66,0,0.8141,661.41,352.2,0.0,-0.01
66,2,ball,VISIBLE,66,0,0.8118,169.69,440.94,-12.55,-0.12
67,1,box,VISIBLE,67,0,0.81,661.4,352.17,-0.0,-0.02
67,2,ball,VISIBLE,67,0,0.8043,156.89,440.81,-12.73,-0.13
68,1,box,VISIBLE,68,0,0.8072,661.43,352.19,0.02,0.01
68,2,ball,VISIBLE,68,0,0.831,144.28,440.73,-12.65,-0.09
69,1,box,VISIBLE,69,0,0.8068,661.45,352.22,0.02,0.02
69,2,ball,VISIBLE,69,0,0.8122,131.58,440.52,-12.68,-0.17
70,1,box,VISIBLE,70,0,0.8044,661.44,352.19,0.0,-0.01
70,2,ball,VISIBLE,70,0,0.8506,118.59,440.38,-12.9,-0.15
71,1,box,VISIBLE,71,0,0.8059,661.46,352.17,0.01,-0.02
71,2,ball,VISIBLE,71,0,0.8227,105.99,440.53,-12.69,0.06
72,1,box,VISIBLE,72,0,0.8078,661.46,352.15,0.01,-0.02
72,2,ball,VISIBLE,72,0,0.845,94.81,440.54,-11.63,0.02
73,1,box,VISIBLE,73,0,0.803,661.47,352.23,0.01,0.05
73,2,ball,VISIBLE,73,0,0.845,90.15,440.3,-6.75,-0.16
74,1,box,VISIBLE,74,0,0.8085,661.46,352.2,-0.01,-0.01
74,2,ball,VISIBLE,74,0,0.861,86.04,439.95,-4.9,-0.3
75,1,box,VISIBLE,75,0,0.8124,661.43,352.18,-0.02,-0.02
75,2,ball,VISIBLE,75,0,0.864,81.92,439.84,-4.35,-0.16
76,1,box,VISIBLE,76,0,0.8105,661.43,352.17,-0.0,-0.01
76,2,ball,VISIBLE,76,0,0.8365,77.89,440.14,-4.13,0.16
77,1,box,VISIBLE,77,0,0.8108,661.43,352.12,-0.0,-0.04
77,2,ball,VISIBLE,77,0,0.816,73.42,439.93,-4.36,-0.1
78,1,box,VISIBLE,78,0,0.8057,661.41,352.1,-0.01,-0.03
78,2,ball,VISIBLE,78,0,0.8134,69.06,440.05,-4.36,0.05
79,1,box,VISIBLE,79,0,0.8034,661.4,352.1,-0.01,-0.01
79,2,ball,VISIBLE,79,0,0.7848,64.31,439.84,-4.64,-0.13
79,3,ball,VISIBLE,1,0,0.8854,1239.45,444.51,0.0,0.0
80,1,box,VISIBLE,80,0,0.7952,661.42,352.08,0.01,-0.02
80,2,ball,VISIBLE,80,0,0.7814,59.35,439.77,-4.86,-0.09
80,3,ball,VISIBLE,2,0,0.8925,1223.91,446.65,-15.53,2.14
81,1,box,VISIBLE,81,0,0.7916,661.46,352.12,0.03,0.02
81,2,ball,VISIBLE,81,0,0.7949,54.17,439.62,-5.08,-0.13
81,3,ball,VISIBLE,3,0,0.9121,1205.47,446.59,-17.58,0.6
82,1,box,VISIBLE,82,0,0.8056,661.49,352.06,0.03,-0.03
82,2,ball,VISIBLE,82,0,0.7509,48.77,440.3,-5.31,0.43
82,3,ball,VISIBLE,4,0,0.9138,1186.85,442.9,-18.3,-2.4
83,1,box,VISIBLE,83,0,0.7979,661.55,352.09,0.05,0.01
83,2,ball,VISIBLE,83,0,0.727,43.06,439.56,-5.59,-0.39
83,3,ball,VISIBLE,5,0,0.9119,1155.87,442.61,-27.18,-0.93
84,1,box,VISIBLE,84,0,0.8031,661.58,352.08,0.04,-0.0
84,2,ball,OCCLUDED,83,1,0.989,37.47,439.17,-5.59,-0.39
84,3,ball,VISIBLE,6,0,0.9116,1120.55,441.98,-32.88,-0.72
85,1,box,VISIBLE,85,0,0.8046,661.6,352.12,0.03,0.03
85,2,ball,OCCLUDED,83,2,0.978,31.89,438.78,-5.59,-0.39
85,3,ball,VISIBLE,7,0,0.8998,1082.51,441.75,-36.49,-0.38
86,1,box,VISIBLE,86,0,0.8205,661.67,352.15,0.06,0.03
86,2,ball,OCCLUDED,83,3,0.967,26.3,438.4,-5.59,-0.39
86,3,ball,VISIBLE,8,0,0.9108,1043.55,441.76,-38.22,-0.1
87,1,box,VISIBLE,87,0,0.8235,661.61,352.26,-0.03,0.09
87,2,ball,OCCLUDED,83,4,0.956,20.71,438.01,-5.59,-0.39
87,3,ball,VISIBLE,9,0,0.9019,1017.1,441.89,-29.98,0.06
88,1,box,VISIBLE,88,0,0.8185,661.14,351.76,-0.33,-0.33
88,2,ball,OCCLUDED,83,5,0.944,15.12,437.62,-5.59,-0.39
88,3,ball,VISIBLE,10,0,0.9082,1007.51,441.04,-15.71,-0.58
89,1,box,VISIBLE,89,0,0.8329,660.89,351.84,-0.27,-0.05
89,2,ball,OCCLUDED,83,6,0.933,9.54,437.23,-5.59,-0.39
89,3,ball,VISIBLE,11,0,0.9216,1003.66,441.34,-7.4,0.04
90,1,box,VISIBLE,90,0,0.8397,660.86,351.93,-0.11,0.05
90,2,ball,OCCLUDED,83,7,0.922,3.95,436.85,-5.59,-0.39
90,3,ball,VISIBLE,12,0,0.9234,1003.17,441.95,-2.57,0.44
91,1,box,VISIBLE,91,0,0.832,661.05,351.84,0.1,-0.05
91,2,ball,OCCLUDED,83,8,0.911,-1.64,436.46,-5.59,-0.39
91,3,ball,VISIBLE,13,0,0.9216,1004.88,442.0,0.43,0.16
92,1,box,VISIBLE,92,0,0.8216,661.07,352.06,0.04,0.14
92,2,ball,OCCLUDED,83,9,0.9,-7.22,436.07,-5.59,-0.39
92,3,ball,VISIBLE,14,0,0.9215,1006.52,442.09,1.28,0.12
93,1,box,VISIBLE,93,0,0.8289,661.05,352.14,0.0,0.1
93,2,ball,OCCLUDED,83,10,0.889,-12.81,435.68,-5.59,-0.39
93,3,ball,VISIBLE,15,0,0.9123,1007.67,442.24,1.19,0.14
94,1,box,VISIBLE,94,0,0.8293,661.01,352.21,-0.02,0.08
94,2,ball,OCCLUDED,83,11,0.878,-18.4,435.29,-5.59,-0.39
94,3,ball,VISIBLE,16,0,0.9095,1008.63,442.26,1.03,0.06
95,1,box,VISIBLE,95,0,0.8352,661.0,352.17,-0.02,-0.01
95,2,ball,OUT_OF_BOUNDS,83,12,0.867,-23.99,434.91,-5.59,-0.39
95,3,ball,VISIBLE,17,0,0.9148,1009.44,442.29,0.87,0.04
96,1,box,VISIBLE,96,0,0.8346,660.95,352.15,-0.04,-0.01
96,2,ball,OUT_OF_BOUNDS,83,13,0.856,-29.57,434.52,-5.59,-0.39
96,3,ball,VISIBLE,18,0,0.914,1010.03,442.31,0.67,0.02
97,1,box,VISIBLE,97,0,0.8322,661.05,351.87,0.06,-0.21
97,2,ball,OUT_OF_BOUNDS,83,14,0.844,-35.16,434.13,-5.59,-0.39
97,3,ball,VISIBLE,19,0,0.9119,1010.54,442.34,0.56,0.02
98,1,box,VISIBLE,98,0,0.8257,661.08,351.78,0.04,-0.12
98,2,ball,OUT_OF_BOUNDS,83,15,0.833,-40.75,433.74,-5.59,-0.39
98,3,ball,VISIBLE,20,0,0.9106,1011.15,442.44,0.59,0.08
99,1,box,VISIBLE,99,0,0.8334,661.05,351.7,-0.01,-0.1
99,2,ball,OUT_OF_BOUNDS,83,16,0.822,-46.33,433.36,-5.59,-0.39
99,3,ball,VISIBLE,21,0,0.9074,1011.64,442.47,0.52,0.05
100,1,box,VISIBLE,100,0,0.8438,660.84,351.92,-0.15,0.13
100,2,ball,OUT_OF_BOUNDS,83,17,0.811,-51.92,432.97,-5.59,-0.39
100,3,ball,VISIBLE,22,0,0.9085,1012.1,442.54,0.48,0.07
101,1,box,VISIBLE,101,0,0.8405,660.77,351.99,-0.1,0.09
101,2,ball,OUT_OF_BOUNDS,83,18,0.8,-57.51,432.58,-5.59,-0.39
101,3,ball,VISIBLE,23,0,0.9018,1013.28,442.41,0.97,-0.07
102,1,box,VISIBLE,102,0,0.8429,660.77,352.06,-0.03,0.07
102,2,ball,OUT_OF_BOUNDS,83,19,0.789,-63.1,432.19,-5.59,-0.39
102,3,ball,VISIBLE,24,0,0.9226,1015.35,442.66,1.74,0.15
103,1,box,VISIBLE,103,0,0.8366,660.79,352.06,0.0,0.03
103,2,ball,OUT_OF_BOUNDS,83,20,0.778,-68.68,431.81,-5.59,-0.39
103,3,ball,VISIBLE,25,0,0.9101,1018.19,442.87,2.51,0.19
104,1,box,VISIBLE,104,0,0.8388,660.83,352.11,0.03,0.04
104,2,ball,OUT_OF_BOUNDS,83,21,0.767,-74.27,431.42,-5.59,-0.39
104,3,ball,VISIBLE,26,0,0.9073,1021.77,443.05,3.26,0.19
105,1,box,VISIBLE,105,0,0.8395,660.85,352.07,0.02,-0.02
105,2,ball,OUT_OF_BOUNDS,83,22,0.756,-79.86,431.03,-5.59,-0.39
105,3,ball,VISIBLE,27,0,0.9058,1025.25,443.19,3.41,0.15
106,1,box,VISIBLE,106,0,0.8357,660.84,352.05,0.0,-0.01
106,2,ball,OUT_OF_BOUNDS,83,23,0.744,-85.44,430.64,-5.59,-0.39
106,3,ball,VISIBLE,28,0,0.9148,1028.96,443.24,3.62,0.08
107,1,box,VISIBLE,107,0,0.8372,660.8,352.05,-0.03,-0.0
107,2,ball,OUT_OF_BOUNDS,83,24,0.733,-91.03,430.25,-5.59,-0.39
107,3,ball,VISIBLE,29,0,0.9118,1032.98,443.22,3.9,0.01
108,1,box,VISIBLE,108,0,0.8314,660.77,352.09,-0.03,0.02
108,2,ball,OUT_OF_BOUNDS,83,25,0.722,-96.62,429.87,-5.59,-0.39
108,3,ball,VISIBLE,30,0,0.9074,1038.99,443.14,5.38,-0.05
109,1,box,VISIBLE,109,0,0.8308,660.76,352.11,-0.02,0.02
109,2,ball,OUT_OF_BOUNDS,83,26,0.711,-102.21,429.48,-5.59,-0.39
109,3,ball,VISIBLE,31,0,0.9228,1045.67,442.96,6.29,-0.14
110,1,box,VISIBLE,110,0,0.8299,660.75,352.14,-0.01,0.03
110,2,ball,OUT_OF_BOUNDS,83,27,0.7,-107.79,429.09,-5.59,-0.39
110,3,ball,VISIBLE,32,0,0.9011,1052.49,443.02,6.66,-0.0
111,1,box,VISIBLE,111,0,0.8279,660.77,352.12,0.01,-0.01
111,2,ball,OUT_OF_BOUNDS,83,28,0.689,-113.38,428.7,-5.59,-0.39
111,3,ball,VISIBLE,33,0,0.9178,1059.23,442.99,6.72,-0.02
112,1,box,VISIBLE,112,0,0.8345,660.78,352.05,0.01,-0.04
112,2,ball,OUT_OF_BOUNDS,83,29,0.678,-118.97,428.32,-5.59,-0.39
112,3,ball,VISIBLE,34,0,0.917,1066.12,443.14,6.84,0.1
113,1,box,VISIBLE,113,0,0.8303,660.88,351.85,0.07,-0.16
113,2,ball,OUT_OF_BOUNDS,83,30,0.667,-124.55,427.93,-5.59,-0.39
113,3,ball,VISIBLE,35,0,0.9154,1073.24,443.22,7.04,0.08
114,1,box,VISIBLE,114,0,0.8288,660.87,351.73,0.01,-0.13
114,2,ball,OUT_OF_BOUNDS,83,31,0.656,-130.14,427.54,-5.59,-0.39
114,3,ball,VISIBLE,36,0,0.9091,1080.2,443.19,6.98,0.01
115,1,box,VISIBLE,115,0,0.8224,660.76,351.94,-0.07,0.11
115,2,ball,OUT_OF_BOUNDS,83,32,0.644,-135.73,427.15,-5.59,-0.39
115,3,ball,VISIBLE,37,0,0.9214,1087.08,443.26,6.91,0.05
116,1,box,VISIBLE,116,0,0.8279,660.75,352.0,-0.03,0.08
116,2,ball,OUT_OF_BOUNDS,83,33,0.633,-141.32,426.76,-5.59,-0.39
116,3,ball,VISIBLE,38,0,0.9157,1094.0,443.28,6.92,0.03
117,1,box,VISIBLE,117,0,0.8324,660.75,351.99,-0.01,0.02
117,2,ball,OUT_OF_BOUNDS,83,34,0.622,-146.9,426.38,-5.59,-0.39
117,3,ball,VISIBLE,39,0,0.9213,1100.94,443.28,6.93,0.01
118,1,box,VISIBLE,118,0,0.8272,660.77,351.99,0.01,0.0
118,2,ball,OUT_OF_BOUNDS,83,35,0.611,-152.49,425.99,-5.59,-0.39
118,3,ball,VISIBLE,40,0,0.9196,1108.03,443.37,7.04,0.06
119,1,box,VISIBLE,119,0,0.8295,660.77,351.99,-0.0,0.0
119,2,ball,OUT_OF_BOUNDS,83,36,0.6,-158.08,425.6,-5.59,-0.39
119,3,ball,VISIBLE,41,0,0.9306,1114.68,443.38,6.77,0.03
120,1,box,VISIBLE,120,0,0.8303,660.75,351.95,-0.01,-0.03
120,2,ball,OUT_OF_BOUNDS,83,37,0.589,-163.66,425.21,-5.59,-0.39
120,3,ball,VISIBLE,42,0,0.927,1121.42,443.26,6.75,-0.07
121,1,box,VISIBLE,121,0,0.833,660.73,351.93,-0.01,-0.02
121,2,ball,OUT_OF_BOUNDS,83,38,0.578,-169.25,424.83,-5.59,-0.39
121,3,ball,VISIBLE,43,0,0.9243,1128.21,443.41,6.78,0.08
122,1,box,VISIBLE,122,0,0.8372,660.76,351.95,0.01,0.01
122,2,ball,OUT_OF_BOUNDS,83,39,0.567,-174.84,424.44,-5.59,-0.39
122,3,ball,VISIBLE,44,0,0.9175,1134.76,443.25,6.62,-0.08
123,1,box,VISIBLE,123,0,0.835,660.75,351.95,0.0,-0.0
123,2,ball,OUT_OF_BOUNDS,83,40,0.556,-180.43,424.05,-5.59,-0.39
123,3,ball,VISIBLE,45,0,0.9151,1141.67,443.25,6.82,-0.03
124,1,box,VISIBLE,124,0,0.832,660.76,351.97,0.01,0.01
124,2,ball,OUT_OF_BOUNDS,83,41,0.544,-186.01,423.66,-5.59,-0.39
124,3,ball,VISIBLE,46,0,0.9217,1148.32,443.12,6.7,-0.1
125,1,box,VISIBLE,125,0,0.8309,660.77,351.95,0.01,-0.0
125,2,ball,OUT_OF_BOUNDS,83,42,0.533,-191.6,423.27,-5.59,-0.39
125,3,ball,VISIBLE,47,0,0.9037,1155.36,443.14,6.94,-0.01
126,1,box,VISIBLE,126,0,0.8427,660.76,351.94,-0.01,-0.01
126,2,ball,OUT_OF_BOUNDS,83,43,0.522,-197.19,422.89,-5.59,-0.39
126,3,ball,VISIBLE,48,0,0.9206,1162.61,443.19,7.15,0.03
127,1,box,VISIBLE,127,0,0.8527,660.79,351.91,0.02,-0.02
127,2,ball,OUT_OF_BOUNDS,83,44,0.511,-202.77,422.5,-5.59,-0.39
127,3,ball,VISIBLE,49,0,0.9247,1170.12,443.26,7.41,0.06
128,1,box,VISIBLE,128,0,0.8448,660.74,351.91,-0.03,-0.01
128,2,ball,OUT_OF_BOUNDS,83,45,0.5,-208.36,422.11,-5.59,-0.39
128,3,ball,VISIBLE,50,0,0.9198,1177.27,443.25,7.23,0.01
129,1,box,VISIBLE,129,0,0.8493,660.74,351.84,-0.0,-0.05
129,2,ball,OUT_OF_BOUNDS,83,46,0.489,-213.95,421.72,-5.59,-0.39
129,3,ball,VISIBLE,51,0,0.9194,1182.47,443.22,5.81,-0.02
130,1,box,VISIBLE,130,0,0.848,660.75,351.84,0.0,-0.02
130,2,ball,OUT_OF_BOUNDS,83,47,0.478,-219.54,421.34,-5.59,-0.39
130,3,ball,VISIBLE,52,0,0.9193,1184.61,443.16,3.24,-0.05
131,1,box,VISIBLE,131,0,0.8455,660.73,351.83,-0.01,-0.01
131,2,ball,OUT_OF_BOUNDS,83,48,0.467,-225.12,420.95,-5.59,-0.39
131,3,ball,VISIBLE,53,0,0.9237,1186.83,443.11,2.52,-0.05
132,1,box,VISIBLE,132,0,0.8445,660.74,351.87,0.0,0.02
132,2,ball,OUT_OF_BOUNDS,83,49,0.456,-230.71,420.56,-5.59,-0.39
132,3,ball,VISIBLE,54,0,0.9291,1189.08,442.89,2.33,-0.17
133,1,box,VISIBLE,133,0,0.8433,660.74,351.88,0.0,0.02
133,2,ball,OUT_OF_BOUNDS,83,50,0.444,-236.3,420.17,-5.59,-0.39
133,3,ball,VISIBLE,55,0,0.9159,1191.32,442.81,2.27,-0.11
134,1,box,VISIBLE,134,0,0.8438,660.74,351.88,0.0,0.01
134,2,ball,OUT_OF_BOUNDS,83,51,0.433,-241.88,419.78,-5.59,-0.39
134,3,ball,VISIBLE,56,0,0.9173,1193.65,442.68,2.32,-0.12
135,1,box,VISIBLE,135,0,0.8419,660.72,351.9,-0.01,0.02
135,2,ball,OUT_OF_BOUNDS,83,52,0.422,-247.47,419.4,-5.59,-0.39
135,3,ball,VISIBLE,57,0,0.9246,1195.45,442.68,1.95,-0.04
136,1,box,VISIBLE,136,0,0.8407,660.71,351.9,-0.01,0.0
136,2,ball,OUT_OF_BOUNDS,83,53,0.411,-253.06,419.01,-5.59,-0.39
136,3,ball,VISIBLE,58,0,0.9242,1196.3,442.71,1.18,0.01
137,1,box,VISIBLE,137,0,0.8517,660.71,351.93,-0.01,0.02
137,2,ball,OUT_OF_BOUNDS,83,54,0.4,-258.65,418.62,-5.59,-0.39
137,3,ball,VISIBLE,59,0,0.9192,1196.4,442.71,0.42,0.01
138,1,box,VISIBLE,138,0,0.8514,660.69,351.93,-0.02,0.01
138,2,ball,OUT_OF_BOUNDS,83,55,0.389,-264.23,418.23,-5.59,-0.39
138,3,ball,VISIBLE,60,0,0.9106,1195.84,442.76,-0.27,0.04
139,1,box,VISIBLE,139,0,0.849,660.67,351.95,-0.02,0.02
139,2,ball,OUT_OF_BOUNDS,83,56,0.378,-269.82,417.85,-5.59,-0.39
139,3,ball,VISIBLE,61,0,0.9147,1195.0,442.79,-0.67,0.03
140,1,box,VISIBLE,140,0,0.8504,660.67,351.96,-0.0,0.01
