frame,track_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,width,height,raw_track_id,memory_state,velocity_x,velocity_y
27,2,ball,0.766,223.2,343.14,400.61,537.54,311.91,440.34,177.41,194.39,2,VISIBLE,0.16,-0.09
28,1,box,0.8283,383.04,136.55,939.89,567.46,661.46,352.01,556.85,430.91,1,VISIBLE,0.1,0.05
28,2,ball,0.7708,223.89,343.14,399.49,537.6,311.69,440.37,175.6,194.46,2,VISIBLE,-0.1,-0.01
29,1,box,0.8283,382.93,136.54,940.02,567.63,661.48,352.08,557.1,431.09,1,VISIBLE,0.04,0.07
29,2,ball,0.7613,224.4,343.1,398.45,537.74,311.42,440.42,174.05,194.64,2,VISIBLE,-0.22,0.03
30,1,box,0.8311,382.88,136.55,940.01,567.65,661.45,352.1,557.13,431.1,1,VISIBLE,-0.01,0.03
30,2,ball,0.7662,224.85,343.1,397.46,537.85,311.16,440.47,172.61,194.75,2,VISIBLE,-0.25,0.05
31,1,box,0.8304,382.9,136.53,939.95,567.54,661.42,352.04,557.05,431.02,1,VISIBLE,-0.02,-0.04
31,2,ball,0.7615,225.28,343.12,396.51,537.88,310.9,440.5,171.23,194.76,2,VISIBLE,-0.26,0.03
32,1,box,0.8331,382.89,136.54,939.94,567.53,661.41,352.03,557.05,430.99,1,VISIBLE,-0.01,-0.01
32,2,ball,0.76,225.69,343.13,395.64,537.86,310.66,440.5,169.95,194.73,2,VISIBLE,-0.24,0.01
33,1,box,0.8301,382.86,136.51,940.01,567.57,661.44,352.04,557.15,431.06,1,VISIBLE,0.01,0.0
33,2,ball,0.7722,226.13,343.15,394.82,537.71,310.48,440.43,168.69,194.56,2,VISIBLE,-0.2,-0.04
34,1,box,0.8352,382.88,136.52,939.97,567.51,661.43,352.02,557.09,431.0,1,VISIBLE,-0.0,-0.02
34,2,ball,0.7982,226.46,343.07,394.3,537.82,310.38,440.45,167.84,194.75,2,VISIBLE,-0.13,-0.0
35,1,box,0.8341,382.88,136.52,939.97,567.5,661.42,352.01,557.09,430.98,1,VISIBLE,-0.0,-0.01
35,2,ball,0.8034,226.8,343.05,393.74,537.82,310.27,440.43,166.94,194.77,2,VISIBLE,-0.12,-0.01
36,1,box,0.8375,382.85,136.51,939.98,567.51,661.42,352.01,557.13,431.0,1,VISIBLE,-0.01,-0.0
36,2,ball,0.7927,227.08,343.05,393.2,537.83,310.14,440.44,166.12,194.78,2,VISIBLE,-0.13,0.0
37,1,box,0.838,382.85,136.51,940.02,567.53,661.44,352.02,557.17,431.02,1,VISIBLE,0.01,0.01
37,2,ball,0.802,227.36,343.06,392.72,537.83,310.04,440.44,165.36,194.78,2,VISIBLE,-0.11,0.0
38,1,box,0.8385,382.79,136.51,940.04,567.59,661.42,352.05,557.25,431.08,1,VISIBLE,-0.01,0.02
38,2,ball,0.8098,227.6,343.05,392.29,537.84,309.94,440.44,164.68,194.79,2,VISIBLE,-0.1,0.0
39,1,box,0.8382,382.71,136.48,940.07,567.66,661.39,352.07,557.36,431.18,1,VISIBLE,-0.02,0.02
39,2,ball,0.8058,227.81,343.06,391.89,537.88,309.85,440.47,164.08,194.82,2,VISIBLE,-0.1,0.02
40,1,box,0.842,382.68,136.48,940.07,567.69,661.38,352.08,557.39,431.22,1,VISIBLE,-0.02,0.02
40,2,ball,0.805,228.0,343.05,391.51,537.87,309.76,440.46,163.51,194.82,2,VISIBLE,-0.1,-0.0
41,1,box,0.8355,382.77,136.48,940.05,567.61,661.41,352.05,557.28,431.13,1,VISIBLE,0.02,-0.02
41,2,ball,0.8154,228.22,343.06,391.16,537.81,309.69,440.44,162.94,194.74,2,VISIBLE,-0.07,-0.02
42,1,box,0.8351,382.8,136.49,940.01,567.56,661.4,352.02,557.22,431.07,1,VISIBLE,0.0,-0.02
42,2,ball,0.8186,228.33,343.07,390.84,537.86,309.59,440.47,162.51,194.79,2,VISIBLE,-0.1,0.02
43,1,box,0.8297,382.81,136.5,940.01,567.55,661.41,352.02,557.2,431.05,1,VISIBLE,0.0,-0.01
43,2,ball,0.8207,228.43,343.07,390.6,537.96,309.52,440.52,162.16,194.9,2,VISIBLE,-0.08,0.04
44,1,box,0.8271,382.78,136.49,940.03,567.58,661.4,352.03,557.25,431.09,1,VISIBLE,-0.0,0.01
44,2,ball,0.8104,228.61,343.06,390.3,537.84,309.46,440.45,161.69,194.78,2,VISIBLE,-0.07,-0.03
45,1,box,0.8251,382.76,136.5,940.01,567.58,661.39,352.04,557.24,431.09,1,VISIBLE,-0.01,0.01
45,2,ball,0.8194,228.77,343.06,390.06,537.77,309.41,440.42,161.29,194.71,2,VISIBLE,-0.05,-0.03
46,1,box,0.8214,382.74,136.49,939.97,567.56,661.36,352.03,557.22,431.07,1,VISIBLE,-0.03,-0.01
46,2,ball,0.8105,228.92,343.05,389.87,537.72,309.39,440.39,160.95,194.66,2,VISIBLE,-0.03,-0.03
47,1,box,0.8178,382.7,136.51,939.99,567.64,661.35,352.07,557.29,431.14,1,VISIBLE,-0.01,0.03
47,2,ball,0.8201,229.05,343.06,389.71,537.71,309.38,440.39,160.66,194.65,2,VISIBLE,-0.02,-0.01
48,1,box,0.8211,382.72,136.49,939.98,567.61,661.35,352.05,557.26,431.12,1,VISIBLE,-0.0,-0.01
48,2,ball,0.8069,229.13,343.05,389.6,537.77,309.36,440.41,160.47,194.72,2,VISIBLE,-0.02,0.01
49,1,box,0.8209,382.72,136.44,940.05,567.62,661.38,352.03,557.33,431.19,1,VISIBLE,0.02,-0.02
49,2,ball,0.7661,229.31,343.06,389.62,537.96,309.46,440.51,160.31,194.9,2,VISIBLE,0.07,0.07
50,1,box,0.8205,382.77,136.47,940.01,567.59,661.39,352.03,557.24,431.12,1,VISIBLE,0.01,-0.0
50,2,ball,0.8233,229.07,343.04,389.3,538.03,309.18,440.54,160.22,194.99,2,VISIBLE,-0.18,0.04
51,1,box,0.8218,382.75,136.49,940.03,567.64,661.39,352.07,557.27,431.16,1,VISIBLE,0.0,0.02
51,2,ball,0.8136,227.33,343.11,387.73,538.06,307.53,440.59,160.4,194.95,2,VISIBLE,-1.21,0.05
52,1,box,0.8217,382.79,136.49,940.01,567.61,661.4,352.05,557.22,431.12,1,VISIBLE,0.01,-0.0
52,2,ball,0.816,224.45,343.15,385.58,538.11,305.01,440.63,161.13,194.95,2,VISIBLE,-2.12,0.05
53,1,box,0.8209,382.79,136.5,940.02,567.63,661.4,352.06,557.23,431.13,1,VISIBLE,0.01,0.01
53,2,ball,0.8207,219.85,343.27,382.8,538.79,301.32,441.03,162.96,195.52,2,VISIBLE,-3.22,0.29
54,1,box,0.8145,382.78,136.47,940.0,567.61,661.39,352.04,557.22,431.14,1,VISIBLE,-0.01,-0.01
54,2,ball,0.8359,214.53,343.34,379.78,539.34,297.15,441.34,165.25,196.0,2,VISIBLE,-3.89,0.31
55,1,box,0.8173,382.81,136.48,939.98,567.59,661.4,352.03,557.17,431.11,1,VISIBLE,0.0,-0.01
55,2,ball,0.7829,208.77,343.53,376.18,538.98,292.48,441.26,167.41,195.46,2,VISIBLE,-4.44,0.03
56,1,box,0.8215,382.96,136.48,939.99,567.49,661.48,351.99,557.03,431.02,1,VISIBLE,0.06,-0.04
56,2,ball,0.7412,199.96,343.67,370.46,539.71,285.21,441.69,170.5,196.05,2,VISIBLE,-6.42,0.31
57,1,box,0.8205,382.9,136.49,940.06,567.63,661.48,352.06,557.15,431.14,1,VISIBLE,0.02,0.04
57,2,ball,0.821,189.76,343.61,362.24,539.16,276.0,441.38,172.48,195.55,2,VISIBLE,-8.37,-0.12
58,1,box,0.8194,382.9,136.52,940.01,567.65,661.46,352.09,557.12,431.12,1,VISIBLE,-0.01,0.03
58,2,ball,0.7847,178.01,343.4,353.08,539.43,265.54,441.42,175.07,196.04,2,VISIBLE,-9.83,-0.01
59,1,box,0.8235,382.9,136.55,940.0,567.67,661.45,352.11,557.11,431.13,1,VISIBLE,-0.01,0.03
59,2,ball,0.8342,166.0,343.53,343.09,539.72,254.55,441.63,177.09,196.19,2,VISIBLE,-10.65,0.14
60,1,box,0.8217,382.86,136.54,940.02,567.72,661.44,352.13,557.16,431.18,1,VISIBLE,-0.01,0.02
60,2,ball,0.8195,153.89,343.59,332.4,539.44,243.15,441.51,178.51,195.85,2,VISIBLE,-11.17,-0.03
61,1,box,0.8219,382.84,136.54,940.03,567.76,661.43,352.15,557.19,431.22,1,VISIBLE,-0.01,0.02
61,2,ball,0.8485,141.22,343.5,321.22,539.31,231.22,441.4,180.0,195.81,2,VISIBLE,-11.7,-0.09
62,1,box,0.8246,382.84,136.54,940.03,567.78,661.44,352.16,557.19,431.23,1,VISIBLE,-0.0,0.01
62,2,ball,0.8284,128.77,343.5,309.98,539.11,219.38,441.3,181.21,195.6,2,VISIBLE,-11.8,-0.1
63,1,box,0.8157,382.84,136.54,939.99,567.75,661.41,352.15,557.15,431.21,1,VISIBLE,-0.01,-0.01
63,2,ball,0.8273,115.94,343.54,298.3,539.05,207.12,441.29,182.36,195.52,2,VISIBLE,-12.12,-0.04
64,1,box,0.8182,382.75,136.55,940.06,567.92,661.4,352.23,557.32,431.36,1,VISIBLE,-0.01,0.06
64,2,ball,0.8521,103.27,343.52,286.61,538.84,194.94,441.18,183.34,195.33,2,VISIBLE,-12.16,-0.09
65,1,box,0.8124,382.79,136.55,940.02,567.86,661.41,352.21,557.23,431.31,1,VISIBLE,-0.0,-0.0
65,2,ball,0.8429,90.12,343.49,274.39,538.63,182.25,441.06,184.27,195.15,2,VISIBLE,-12.53,-0.11
66,1,box,0.8141,382.83,136.56,939.99,567.83,661.41,352.19,557.17,431.27,1,VISIBLE,0.0,-0.01
66,2,ball,0.8118,77.03,343.34,262.36,538.54,169.69,440.94,185.33,195.2,2,VISIBLE,-12.55,-0.12
67,1,box,0.81,382.84,136.56,939.97,567.79,661.41,352.18,557.12,431.24,1,VISIBLE,-0.0,-0.02
67,2,ball,0.8043,63.92,343.42,249.86,538.19,156.89,440.8,185.94,194.77,2,VISIBLE,-12.73,-0.13
68,1,box,0.8072,382.86,136.55,940.01,567.83,661.43,352.19,557.15,431.27,1,VISIBLE,0.02,0.01
68,2,ball,0.831,51.06,343.58,237.49,537.88,144.27,440.73,186.43,194.31,2,VISIBLE,-12.65,-0.09
69,1,box,0.8068,382.85,136.56,940.05,567.88,661.45,352.22,557.19,431.32,1,VISIBLE,0.02,0.02
69,2,ball,0.8122,38.04,343.43,225.12,537.61,131.58,440.52,187.08,194.17,2,VISIBLE,-12.68,-0.17
70,1,box,0.8044,382.89,136.56,940.0,567.82,661.45,352.19,557.11,431.26,1,VISIBLE,0.0,-0.01
70,2,ball,0.8506,24.81,343.47,212.36,537.29,118.58,440.38,187.55,193.81,2,VISIBLE,-12.9,-0.15
71,1,box,0.8059,382.92,136.55,940.0,567.79,661.46,352.17,557.08,431.24,1,VISIBLE,0.01,-0.02
71,2,ball,0.8227,11.99,343.77,199.99,537.3,105.99,440.54,188.0,193.53,2,VISIBLE,-12.69,0.06
72,1,box,0.8078,382.94,136.54,939.99,567.76,661.47,352.15,557.06,431.22,1,VISIBLE,0.01,-0.02
72,2,ball,0.845,0.81,343.82,188.81,537.26,94.81,440.54,188.0,193.44,2,VISIBLE,-11.63,0.02
73,1,box,0.803,382.88,136.56,940.06,567.9,661.47,352.23,557.18,431.34,1,VISIBLE,0.01,0.05
73,2,ball,0.845,0.0,343.63,180.3,536.97,90.15,440.3,180.3,193.34,2,VISIBLE,-6.75,-0.16
74,1,box,0.8085,382.92,136.57,940.0,567.83,661.46,352.2,557.08,431.26,1,VISIBLE,-0.01,-0.01
74,2,ball,0.861,0.0,343.44,172.08,536.45,86.04,439.94,172.08,193.01,2,VISIBLE,-4.9,-0.3
75,1,box,0.8124,382.92,136.57,939.94,567.79,661.43,352.18,557.03,431.22,1,VISIBLE,-0.02,-0.02
75,2,ball,0.864,0.0,343.67,163.85,536.01,81.92,439.84,163.85,192.34,2,VISIBLE,-4.35,-0.16
76,1,box,0.8105,382.93,136.57,939.94,567.77,661.44,352.17,557.01,431.2,1,VISIBLE,-0.0,-0.01
76,2,ball,0.8365,0.0,343.74,155.77,536.55,77.89,440.14,155.77,192.81,2,VISIBLE,-4.13,0.16
77,1,box,0.8108,382.98,136.57,939.89,567.68,661.44,352.12,556.91,431.11,1,VISIBLE,-0.0,-0.04
77,2,ball,0.816,0.0,343.8,146.85,536.06,73.42,439.93,146.85,192.26,2,VISIBLE,-4.36,-0.1
78,1,box,0.8057,382.97,136.56,939.86,567.63,661.42,352.1,556.88,431.07,1,VISIBLE,-0.01,-0.03
78,2,ball,0.8134,0.0,343.51,138.13,536.58,69.07,440.05,138.13,193.07,2,VISIBLE,-4.36,0.05
79,1,box,0.8034,382.95,136.56,939.86,567.63,661.41,352.09,556.91,431.07,1,VISIBLE,-0.01,-0.01
79,2,ball,0.7848,0.0,343.38,128.62,536.3,64.31,439.84,128.62,192.92,2,VISIBLE,-4.64,-0.13
79,3,ball,0.8854,1211.67,346.45,1267.23,542.57,1239.45,444.51,55.56,196.12,3,VISIBLE,0.0,0.0
80,1,box,0.7952,383.0,136.57,939.85,567.58,661.42,352.07,556.85,431.0,1,VISIBLE,0.01,-0.02
80,2,ball,0.7814,0.0,343.54,118.71,536.0,59.35,439.77,118.71,192.47,2,VISIBLE,-4.86,-0.09
80,3,ball,0.8925,1195.84,349.86,1251.99,543.44,1223.91,446.65,56.16,193.59,3,VISIBLE,-15.53,2.14
81,1,box,0.7916,383.01,136.6,939.92,567.63,661.46,352.11,556.9,431.03,1,VISIBLE,0.03,0.02
81,2,ball,0.7949,0.0,344.16,108.35,535.09,54.17,439.63,108.35,190.94,2,VISIBLE,-5.08,-0.13
81,3,ball,0.9121,1176.05,350.08,1234.88,543.09,1205.47,446.58,58.83,193.01,3,VISIBLE,-17.58,0.6
82,1,box,0.8056,383.1,136.62,939.88,567.51,661.49,352.07,556.78,430.89,1,VISIBLE,0.03,-0.03
82,2,ball,0.7509,0.0,345.85,97.53,534.75,48.77,440.3,97.53,188.9,2,VISIBLE,-5.31,0.43
82,3,ball,0.9138,1154.59,344.94,1219.11,540.87,1186.85,442.9,64.53,195.93,3,VISIBLE,-18.3,-2.4
83,1,box,0.7979,383.1,136.62,939.99,567.56,661.54,352.09,556.89,430.95,1,VISIBLE,0.05,0.01
83,2,ball,0.727,0.0,347.05,86.12,532.07,43.06,439.56,86.12,185.01,2,VISIBLE,-5.59,-0.39
83,3,ball,0.9119,1120.65,344.44,1191.08,540.78,1155.87,442.61,70.43,196.35,3,VISIBLE,-27.18,-0.93
84,1,box,0.8031,383.13,136.62,940.03,567.54,661.58,352.08,556.9,430.92,1,VISIBLE,0.04,-0.0
84,3,ball,0.9116,1082.06,343.35,1159.03,540.6,1120.55,441.97,76.97,197.25,3,VISIBLE,-32.88,-0.72
85,1,box,0.8046,383.07,136.6,940.13,567.64,661.6,352.12,557.06,431.04,1,VISIBLE,0.03,0.03
85,3,ball,0.8998,1040.81,343.42,1124.21,540.07,1082.51,441.74,83.41,196.65,3,VISIBLE,-36.49,-0.38
86,1,box,0.8205,383.07,136.59,940.27,567.72,661.67,352.16,557.2,431.13,1,VISIBLE,0.06,0.03
86,3,ball,0.9108,998.7,343.86,1088.39,539.67,1043.55,441.76,89.69,195.81,3,VISIBLE,-38.22,-0.1
87,1,box,0.8235,382.94,136.64,940.28,567.89,661.61,352.26,557.34,431.25,1,VISIBLE,-0.03,0.09
87,3,ball,0.9019,969.94,344.56,1064.26,539.23,1017.1,441.89,94.32,194.67,3,VISIBLE,-29.98,0.06
88,1,box,0.8185,382.47,136.07,939.82,567.45,661.15,351.76,557.36,431.38,1,VISIBLE,-0.33,-0.33
88,3,ball,0.9082,957.82,343.52,1057.2,538.56,1007.51,441.04,99.38,195.04,3,VISIBLE,-15.71,-0.58
89,1,box,0.8329,382.29,136.18,939.5,567.49,660.9,351.83,557.2,431.31,1,VISIBLE,-0.27,-0.05
89,3,ball,0.9216,951.84,344.02,1055.49,538.66,1003.67,441.34,103.65,194.63,3,VISIBLE,-7.4,0.04
90,1,box,0.8397,382.32,136.3,939.4,567.56,660.86,351.93,557.08,431.25,1,VISIBLE,-0.11,0.05
90,3,ball,0.9234,949.3,344.83,1057.04,539.07,1003.17,441.95,107.74,194.24,3,VISIBLE,-2.57,0.44
91,1,box,0.832,382.37,136.07,939.73,567.61,661.05,351.84,557.36,431.54,1,VISIBLE,0.1,-0.05
91,3,ball,0.9216,948.87,344.93,1060.89,539.06,1004.88,442.0,112.02,194.13,3,VISIBLE,0.43,0.16
92,1,box,0.8216,382.47,136.35,939.66,567.77,661.06,352.06,557.19,431.42,1,VISIBLE,0.04,0.14
92,3,ball,0.9215,948.43,344.99,1064.62,539.19,1006.52,442.09,116.19,194.2,3,VISIBLE,1.28,0.12
93,1,box,0.8289,382.49,136.46,939.61,567.83,661.05,352.15,557.12,431.37,1,VISIBLE,0.0,0.1
93,3,ball,0.9123,947.65,345.12,1067.7,539.36,1007.68,442.24,120.05,194.24,3,VISIBLE,1.19,0.14
94,1,box,0.8293,382.48,136.55,939.55,567.87,661.01,352.21,557.07,431.32,1,VISIBLE,-0.02,0.08
94,3,ball,0.9095,946.8,345.09,1070.47,539.43,1008.64,442.26,123.67,194.34,3,VISIBLE,1.03,0.06
95,1,box,0.8352,382.51,136.55,939.48,567.79,661.0,352.17,556.97,431.24,1,VISIBLE,-0.02,-0.01
95,3,ball,0.9148,945.93,345.08,1072.95,539.51,1009.44,442.3,127.02,194.43,3,VISIBLE,0.87,0.04
96,1,box,0.8346,382.48,136.55,939.42,567.76,660.95,352.15,556.94,431.21,1,VISIBLE,-0.04,-0.01
96,3,ball,0.914,945.02,345.09,1075.04,539.53,1010.03,442.31,130.02,194.44,3,VISIBLE,0.67,0.02
97,1,box,0.8322,382.45,136.13,939.65,567.6,661.05,351.86,557.19,431.46,1,VISIBLE,0.06,-0.21
97,3,ball,0.9119,944.14,345.07,1076.94,539.6,1010.54,442.33,132.8,194.53,3,VISIBLE,0.56,0.02
98,1,box,0.8257,382.43,135.98,939.73,567.59,661.08,351.78,557.3,431.62,1,VISIBLE,0.04,-0.12
98,3,ball,0.9106,943.48,345.16,1078.82,539.71,1011.15,442.44,135.34,194.55,3,VISIBLE,0.59,0.08
99,1,box,0.8334,382.48,135.93,939.61,567.46,661.05,351.69,557.12,431.52,1,VISIBLE,-0.01,-0.1
99,3,ball,0.9074,942.75,345.08,1080.54,539.86,1011.65,442.47,137.79,194.78,3,VISIBLE,0.52,0.05
100,1,box,0.8438,382.4,136.25,939.28,567.59,660.84,351.92,556.88,431.33,1,VISIBLE,-0.15,0.13
100,3,ball,0.9085,942.08,345.05,1082.12,540.04,1012.1,442.55,140.04,194.99,3,VISIBLE,0.48,0.07
101,1,box,0.8405,382.33,136.33,939.2,567.65,660.77,351.99,556.87,431.33,1,VISIBLE,-0.1,0.09
101,3,ball,0.9018,942.06,344.72,1084.5,540.1,1013.28,442.41,142.44,195.38,3,VISIBLE,0.97,-0.07
102,1,box,0.8429,382.34,136.4,939.2,567.71,660.77,352.05,556.86,431.31,1,VISIBLE,-0.03,0.07
102,3,ball,0.9226,943.06,345.09,1087.64,540.23,1015.35,442.66,144.58,195.14,3,VISIBLE,1.74,0.15
103,1,box,0.8366,382.37,136.42,939.2,567.7,660.78,352.06,556.84,431.29,1,VISIBLE,0.0,0.03
103,3,ball,0.9101,944.53,345.19,1091.86,540.54,1018.2,442.87,147.33,195.36,3,VISIBLE,2.51,0.19
104,1,box,0.8388,382.39,136.45,939.27,567.76,660.83,352.1,556.87,431.31,1,VISIBLE,0.03,0.04
104,3,ball,0.9073,946.48,345.18,1097.07,540.92,1021.77,443.05,150.59,195.74,3,VISIBLE,3.26,0.19
105,1,box,0.8395,382.44,136.44,939.25,567.69,660.84,352.06,556.81,431.25,1,VISIBLE,0.02,-0.02
105,3,ball,0.9058,948.38,345.4,1102.12,540.98,1025.25,443.19,153.74,195.57,3,VISIBLE,3.41,0.15
106,1,box,0.8357,382.45,136.45,939.23,567.66,660.84,352.05,556.79,431.22,1,VISIBLE,0.0,-0.01
106,3,ball,0.9148,950.32,345.48,1107.61,540.99,1028.97,443.24,157.29,195.52,3,VISIBLE,3.62,0.08
107,1,box,0.8372,382.43,136.47,939.17,567.64,660.8,352.06,556.74,431.17,1,VISIBLE,-0.03,-0.0
107,3,ball,0.9118,952.37,345.34,1113.59,541.09,1032.98,443.21,161.21,195.75,3,VISIBLE,3.9,0.01
108,1,box,0.8314,382.36,136.47,939.18,567.71,660.77,352.09,556.82,431.24,1,VISIBLE,-0.03,0.02
108,3,ball,0.9074,956.64,345.2,1121.34,541.09,1038.99,443.14,164.7,195.9,3,VISIBLE,5.38,-0.05
109,1,box,0.8308,382.32,136.47,939.19,567.75,660.76,352.11,556.87,431.28,1,VISIBLE,-0.02,0.02
109,3,ball,0.9228,961.81,345.08,1129.53,540.84,1045.67,442.96,167.72,195.76,3,VISIBLE,6.29,-0.14
110,1,box,0.8299,382.28,136.46,939.22,567.82,660.75,352.14,556.94,431.36,1,VISIBLE,-0.01,0.03
